,similarity_score
9060,0.6959418
9061,0.7557607
9062,0.74692404
9063,0.7575224
9064,0.7220869
9065,0.7232804
9066,0.76935244
9067,0.74512124
9068,0.7258389
9069,0.73516756
9070,0.7284383
9071,0.7361288
9072,0.75859004
9073,0.76164854
9074,0.75428474
9075,0.72791207
9076,0.7317924
9077,0.71021235
9078,0.7130227
9079,0.7475066
9080,0.71256924
9081,0.7043135
9082,0.7419088
9083,0.6961406
9084,0.7435874
9085,0.76939297
9086,0.756843
9087,0.68787915
9088,0.676311
9089,0.7543384
9090,0.77211416
9091,0.7543384
9092,0.7229583
9093,0.73590505
9094,0.7138744
9095,0.7659196
9096,0.6413792
9097,0.73473215
9098,0.72756594
9099,0.7154131
9100,0.73557544
9101,0.7572931
9102,0.74512124
9103,0.7164787
9104,0.7111281
9105,0.6978086
9106,0.74512124
9107,0.72885776
9108,0.6979105
9109,0.7190838
9110,0.73585826
9111,0.7591026
9112,0.7720549
9113,0.7529279
9114,0.69540447
9115,0.7612256
9116,0.7534121
9117,0.730365
9118,0.7674973
9119,0.75146616
9120,0.74455416
9121,0.7164787
9122,0.7376225
9123,0.74049616
9124,0.74049616
9125,0.74049616
9126,0.7534121
9127,0.7668848
9128,0.77921474
9129,0.7600221
9130,0.71077263
9131,0.68848115
9132,0.7222463
9133,0.7686409
9134,0.72449946
9135,0.7729411
9136,0.6870276
9137,0.76050794
9138,0.7626389
9139,0.7462454
9140,0.76765776
9141,0.744482
9142,0.76343
9143,0.71614707
9144,0.7356658
9145,0.7452129
9146,0.763782
9147,0.775028
9148,0.7481569
9149,0.7252513
9150,0.7562234
9151,0.68848115
9152,0.73413384
9153,0.7536977
9154,0.7591533
9155,0.7665993
9156,0.7626389
9157,0.7557548
9158,0.72592986
9159,0.737823
9160,0.7569457
9161,0.7232288
9162,0.7575224
9163,0.7604571
9164,0.76935244
9165,0.7598797
9166,0.72885776
9167,0.7569457
9168,0.73773575
9169,0.7232804
9170,0.7428881
9171,0.7619797
9172,0.74512124
9173,0.7270825
9174,0.7164787
9175,0.74512124
9176,0.7592468
9177,0.7096559
9178,0.7643864
9179,0.72402966
9180,0.7059078
9181,0.76596546
9182,0.7635563
9183,0.6975628
9184,0.73738647
9185,0.74512124
9186,0.73666227
9187,0.7555181
9188,0.76398313
9189,0.75298697
9190,0.76596546
9191,0.7720549
9192,0.7581606
9193,0.7347736
9194,0.73859185
9195,0.72439516
9196,0.74955285
9197,0.74512124
9198,0.7600225
9199,0.7600225
9200,0.75056064
9201,0.7222227
9202,0.72487116
9203,0.74512124
9204,0.7555181
9205,0.7220745
9206,0.76164854
9207,0.7415234
9208,0.75671846
9209,0.7748797
9210,0.73769516
9211,0.7431265
9212,0.7402998
9213,0.7458293
9214,0.73300856
9215,0.7631276
9216,0.74025404
9217,0.7542683
9218,0.7440311
9219,0.71576905
9220,0.7345832
9221,0.7178062
9222,0.7333846
9223,0.7297902
9224,0.7440311
9225,0.7624722
9226,0.77687883
9227,0.7808601
9228,0.74194914
9229,0.7488034
9230,0.7488034
9231,0.72363883
9232,0.698213
9233,0.7419568
9234,0.76885945
9235,0.76516086
9236,0.7547853
9237,0.69634247
9238,0.7135663
9239,0.7489833
9240,0.7611972
9241,0.7350153
9242,0.7547853
9243,0.7355164
9244,0.7220869
9245,0.75324774
9246,0.76361275
9247,0.76361275
9248,0.73819274
9249,0.7406488
9250,0.71657205
9251,0.7450398
9252,0.7606166
9253,0.72178507
9254,0.7220869
9255,0.730365
9256,0.72178507
9257,0.7547853
9258,0.73769516
9259,0.75324774
9260,0.7215742
9261,0.7215742
9262,0.7185129
9263,0.7498462
9264,0.70454776
9265,0.73874736
9266,0.7428881
9267,0.7318103
9268,0.726247
9269,0.7557607
9270,0.7569457
9271,0.7767551
9272,0.7478429
9273,0.75195503
9274,0.7304777
9275,0.725412
9276,0.75530535
9277,0.7210357
9278,0.7164787
9279,0.7606709
9280,0.7506515
9281,0.7382021
9282,0.72439516
9283,0.74512124
9284,0.7291629
9285,0.752989
9286,0.7326549
9287,0.7620454
9288,0.75966597
9289,0.77505076
9290,0.69583017
9291,0.7575224
9292,0.7227782
9293,0.7609097
9294,0.7547853
9295,0.7251289
9296,0.6998218
9297,0.70446646
9298,0.7133447
9299,0.7133447
9300,0.7133447
9301,0.78303766
9302,0.749115
9303,0.7236701
9304,0.726579
9305,0.68299013
9306,0.7604571
9307,0.7653769
9308,0.67968893
9309,0.75585455
9310,0.7542683
9311,0.725827
9312,0.7369013
9313,0.73873115
9314,0.76935244
9315,0.74512124
9316,0.6873829
9317,0.7542683
9318,0.7392924
9319,0.763489
9320,0.72273564
9321,0.7245117
9322,0.7111281
9323,0.7415234
9324,0.7490146
9325,0.7490146
9326,0.7543384
9327,0.7490146
9328,0.7574238
9329,0.7558485
9330,0.7547853
9331,0.76315117
9332,0.73712844
9333,0.6998218
9334,0.74025404
9335,0.6986177
9336,0.7542683
9337,0.74512124
9338,0.7334685
9339,0.74376416
9340,0.74512124
9341,0.7706122
9342,0.7706122
9343,0.7078372
9344,0.7706122
9345,0.72756594
9346,0.7345972
9347,0.7164787
9348,0.756843
9349,0.729177
9350,0.71689755
9351,0.75526166
9352,0.76090026
9353,0.6975628
9354,0.73413384
9355,0.71528345
9356,0.7736089
9357,0.71614707
9358,0.722337
9359,0.7048681
9360,0.7338963
9361,0.758763
9362,0.7230857
9363,0.74194205
9364,0.7252513
9365,0.77083594
9366,0.7612256
9367,0.7295617
9368,0.73736256
9369,0.7377765
9370,0.7158724
9371,0.75276655
9372,0.72245574
9373,0.7594054
9374,0.75225735
9375,0.7595578
9376,0.7428881
9377,0.78204226
9378,0.7534789
9379,0.74943817
9380,0.7034729
9381,0.7716315
9382,0.77482355
9383,0.754655
9384,0.7164787
9385,0.76050794
9386,0.7295387
9387,0.77482355
9388,0.7517688
9389,0.74379647
9390,0.7397834
9391,0.7342955
9392,0.73637754
9393,0.7614528
9394,0.71937674
9395,0.71692526
9396,0.75175583
9397,0.7481569
9398,0.72901
9399,0.7419088
9400,0.7348521
9401,0.7626389
9402,0.7246997
9403,0.74000096
9404,0.72756594
9405,0.7612256
9406,0.74512124
9407,0.712915
9408,0.7600225
9409,0.7441405
9410,0.72567534
9411,0.75405645
9412,0.7230212
9413,0.72313887
9414,0.76297224
9415,0.72756594
9416,0.7574488
9417,0.75405645
9418,0.71852946
9419,0.7600688
9420,0.7624722
9421,0.7392924
9422,0.7317164
9423,0.7164787
9424,0.71077263
9425,0.73106533
9426,0.7569457
9427,0.8062624
9428,0.74638546
9429,0.76405346
9430,0.73967135
9431,0.73727
9432,0.7327417
9433,0.7359366
9434,0.7655695
9435,0.74194205
9436,0.71652144
9437,0.7736089
9438,0.7736089
9439,0.7377765
9440,0.7145753
9441,0.73481286
9442,0.7130227
9443,0.7184336
9444,0.7239269
9445,0.7232804
9446,0.76885945
9447,0.72756594
9448,0.7211105
9449,0.716058
9450,0.7887633
9451,0.71963406
9452,0.76641715
9453,0.7217726
9454,0.6960176
9455,0.7305379
9456,0.74512124
9457,0.71265125
9458,0.74277157
9459,0.74512124
9460,0.7258209
9461,0.7215742
9462,0.7133834
9463,0.7547853
9464,0.7432156
9465,0.72791207
9466,0.7593285
9467,0.7295711
9468,0.76935244
9469,0.7428881
9470,0.7576133
9471,0.77948725
9472,0.77948725
9473,0.7252513
9474,0.68848115
9475,0.7080374
9476,0.76583517
9477,0.7428881
9478,0.7604571
9479,0.7308228
9480,0.7317164
9481,0.7251289
9482,0.71884143
9483,0.78306395
9484,0.7158486
9485,0.71614707
9486,0.7262526
9487,0.7528983
9488,0.74825954
9489,0.73679435
9490,0.7354847
9491,0.74512124
9492,0.75405645
9493,0.74104047
9494,0.7619915
9495,0.72986937
9496,0.71337485
9497,0.73061645
9498,0.7215742
9499,0.72887665
9500,0.7493712
9501,0.74512124
9502,0.7343741
9503,0.72885776
9504,0.7376144
9505,0.69503415
9506,0.77295744
9507,0.7821437
9508,0.724679
9509,0.7547853
9510,0.74480784
9511,0.72122884
9512,0.7423062
9513,0.7414515
9514,0.7547853
9515,0.6868508
9516,0.6868508
9517,0.77571005
9518,0.76163685
9519,0.7405245
9520,0.75405645
9521,0.74015665
9522,0.74512124
9523,0.7410088
9524,0.75963503
9525,0.6998218
9526,0.7659915
9527,0.7232804
9528,0.7534678
9529,0.74100614
9530,0.7478429
9531,0.7478429
9532,0.7624722
9533,0.6998218
9534,0.71576905
9535,0.752681
9536,0.76646113
9537,0.72756594
9538,0.6856014
9539,0.7227782
9540,0.7648227
9541,0.77439904
9542,0.77044535
9543,0.7480938
9544,0.74512124
9545,0.7307336
9546,0.7591533
9547,0.74376416
9548,0.76343
9549,0.7252513
9550,0.7754857
9551,0.7384484
9552,0.74426174
9553,0.749851
9554,0.7232804
9555,0.71689755
9556,0.7485383
9557,0.732319
9558,0.7043135
9559,0.7665993
9560,0.73191214
9561,0.7712827
9562,0.7187453
9563,0.74277157
9564,0.7173703
9565,0.74023855
9566,0.7348521
9567,0.72660494
9568,0.7609258
9569,0.73868686
9570,0.73906815
9571,0.7071364
9572,0.7841165
9573,0.7037822
9574,0.72913754
9575,0.7581606
9576,0.7545605
9577,0.763489
9578,0.7632734
9579,0.73906815
9580,0.74512124
9581,0.7206015
9582,0.69503415
9583,0.7439776
9584,0.7146556
9585,0.7624722
9586,0.77669734
9587,0.7414877
9588,0.7373195
9589,0.7355217
9590,0.7185168
9591,0.7543642
9592,0.75298697
9593,0.75405645
9594,0.7158724
9595,0.7410088
9596,0.72348773
9597,0.7234265
9598,0.73324084
9599,0.72647274
9600,0.72152686
9601,0.73473215
9602,0.7771032
9603,0.73951083
9604,0.7547853
9605,0.71750474
9606,0.7593285
9607,0.7066339
9608,0.73502606
9609,0.7557607
9610,0.71595323
9611,0.7245851
9612,0.7507752
9613,0.7100346
9614,0.7572925
9615,0.7565621
9616,0.7296498
9617,0.76405346
9618,0.6958262
9619,0.7080629
9620,0.7215742
9621,0.7215742
9622,0.73853505
9623,0.74350834
9624,0.74471563
9625,0.7659196
9626,0.6876844
9627,0.7637083
9628,0.73139495
9629,0.7569457
9630,0.7411022
9631,0.7411022
9632,0.7560716
9633,0.7560716
9634,0.7560716
9635,0.74764466
9636,0.74764466
9637,0.73738647
9638,0.74764466
9639,0.72314066
9640,0.72314066
9641,0.7300621
9642,0.7626389
9643,0.7060871
9644,0.7689723
9645,0.7687615
9646,0.74376416
9647,0.70212674
9648,0.7432735
9649,0.7415487
9650,0.75957835
9651,0.75988996
9652,0.7256167
9653,0.7490146
9654,0.7440311
9655,0.74694276
9656,0.73769516
9657,0.7180246
9658,0.7574238
9659,0.7465028
9660,0.7181815
9661,0.7336303
9662,0.69540447
9663,0.73666227
9664,0.751716
9665,0.75195503
9666,0.72327805
9667,0.72885776
9668,0.7215742
9669,0.7215742
9670,0.75783885
9671,0.7350153
9672,0.73197436
9673,0.74471563
9674,0.7245117
9675,0.7107778
9676,0.7164787
9677,0.7483722
9678,0.7076965
9679,0.74512124
9680,0.64288324
9681,0.7223854
9682,0.7223854
9683,0.72439516
9684,0.64929193
9685,0.7508924
9686,0.74876785
9687,0.7804077
9688,0.7518045
9689,0.737512
9690,0.737512
9691,0.71486413
9692,0.7244823
9693,0.7222227
9694,0.7350153
9695,0.7060871
9696,0.7982615
9697,0.74512124
9698,0.71000946
9699,0.7170763
9700,0.74289584
9701,0.6760467
9702,0.76398313
9703,0.74025404
9704,0.73765635
9705,0.7609117
9706,0.76343
9707,0.7591533
9708,0.7233181
9709,0.73637944
9710,0.7123867
9711,0.7310269
9712,0.7612256
9713,0.76398313
9714,0.7444415
9715,0.7060871
9716,0.7222648
9717,0.75946903
9718,0.76343
9719,0.73606104
9720,0.76646113
9721,0.7455854
9722,0.74060464
9723,0.74512124
9724,0.68848115
9725,0.7232804
9726,0.7378068
9727,0.76050794
9728,0.7089558
9729,0.7665993
9730,0.7657312
9731,0.7591533
9732,0.75892985
9733,0.7546413
9734,0.7206626
9735,0.7379776
9736,0.7567853
9737,0.71192276
9738,0.758763
9739,0.7813689
9740,0.7392924
9741,0.77934885
9742,0.7284225
9743,0.74376416
9744,0.7175032
9745,0.74376416
9746,0.7167002
9747,0.7295711
9748,0.74512124
9749,0.77160895
9750,0.7257444
9751,0.7089558
9752,0.74398744
9753,0.74512124
9754,0.75146616
9755,0.7292826
9756,0.7551676
9757,0.7480938
9758,0.74512124
9759,0.75957835
9760,0.7490071
9761,0.71595323
9762,0.71600276
9763,0.72267735
9764,0.7277256
9765,0.7142152
9766,0.75188625
9767,0.7187453
9768,0.7467234
9769,0.7808601
9770,0.7360933
9771,0.7317164
9772,0.7164787
9773,0.75530535
9774,0.7430054
9775,0.72314066
9776,0.7161781
9777,0.702772
9778,0.75957835
9779,0.7478429
9780,0.7281928
9781,0.78490835
9782,0.763489
9783,0.74512124
9784,0.7336303
9785,0.7428881
9786,0.7543384
9787,0.7177408
9788,0.7081386
9789,0.7256309
9790,0.70212674
9791,0.76164854
9792,0.7189183
9793,0.7587312
9794,0.7706821
9795,0.7132785
9796,0.74015665
9797,0.7170763
9798,0.6907269
9799,0.74193144
9800,0.72402966
9801,0.7623431
9802,0.73223174
9803,0.73339206
9804,0.7363428
9805,0.75530535
9806,0.7387568
9807,0.7205819
9808,0.7296127
9809,0.7809998
9810,0.74108934
9811,0.74403375
9812,0.7249645
9813,0.7667588
9814,0.7712827
9815,0.68848115
9816,0.75324774
9817,0.7387568
9818,0.73334265
9819,0.7081386
9820,0.749115
9821,0.76935244
9822,0.7665993
9823,0.7794355
9824,0.7253213
9825,0.7060871
9826,0.7239269
9827,0.76649463
9828,0.7419568
9829,0.75133014
9830,0.7483722
9831,0.68975043
9832,0.7762271
9833,0.7626389
9834,0.75342727
9835,0.76603895
9836,0.77669734
9837,0.7451836
9838,0.7624722
9839,0.7220869
9840,0.759956
9841,0.7487534
9842,0.71303105
9843,0.71614707
9844,0.73380125
9845,0.7554475
9846,0.7197145
9847,0.7542683
9848,0.7569457
9849,0.7359332
9850,0.79532456
9851,0.6935775
9852,0.73803616
9853,0.7445147
9854,0.7340789
9855,0.7602602
9856,0.77463293
9857,0.7566203
9858,0.7329376
9859,0.7164787
9860,0.7500304
9861,0.73300856
9862,0.6413792
9863,0.72756594
9864,0.7410088
9865,0.74008673
9866,0.74376416
9867,0.75783885
9868,0.7363132
9869,0.76885945
9870,0.73481965
9871,0.71639305
9872,0.7546413
9873,0.7495245
9874,0.7357631
9875,0.7238321
9876,0.73458993
9877,0.7366135
9878,0.6909653
9879,0.7419088
9880,0.7357098
9881,0.7304905
9882,0.77662754
9883,0.7659196
9884,0.78145576
9885,0.73385495
9886,0.7378491
9887,0.73389053
9888,0.73887205
9889,0.7086024
9890,0.74509645
9891,0.7771032
9892,0.7615614
9893,0.7317164
9894,0.7546413
9895,0.6998218
9896,0.7449301
9897,0.72572577
9898,0.7215742
9899,0.6986177
9900,0.7103988
9901,0.7173703
9902,0.7968252
9903,0.74881214
9904,0.74881214
9905,0.7358823
9906,0.7689723
9907,0.7569457
9908,0.7574488
9909,0.7154131
9910,0.78145576
9911,0.76164854
9912,0.7601201
9913,0.73473215
9914,0.7220776
9915,0.705582
9916,0.7291629
9917,0.76164854
9918,0.7619915
9919,0.7594485
9920,0.7077943
9921,0.75894
9922,0.68848115
9923,0.7428881
9924,0.7659196
9925,0.74226034
9926,0.7252513
9927,0.74512124
9928,0.7461719
9929,0.73672265
9930,0.7060871
9931,0.7158724
9932,0.7317164
9933,0.7057463
9934,0.7412795
9935,0.6970656
9936,0.7771032
9937,0.7539582
9938,0.74512124
9939,0.76681554
9940,0.7636864
9941,0.775686
9942,0.73106533
9943,0.7643864
9944,0.7534789
9945,0.730365
9946,0.6902019
9947,0.76398313
9948,0.75146616
9949,0.7329964
9950,0.74972844
9951,0.7543117
9952,0.72913754
9953,0.7588743
9954,0.6400337
9955,0.71077263
9956,0.71614707
9957,0.6916759
9958,0.6788477
9959,0.7592468
9960,0.7291629
9961,0.77169496
9962,0.763489
9963,0.7528844
9964,0.7229092
9965,0.7428836
9966,0.7384484
9967,0.7677655
9968,0.7158737
9969,0.76967394
9970,0.7600225
9971,0.68848115
9972,0.7399403
9973,0.74060464
9974,0.7507752
9975,0.6904567
9976,0.75966597
9977,0.74943817
9978,0.7609117
9979,0.73339474
9980,0.74937594
9981,0.7215742
9982,0.7707046
9983,0.71713924
9984,0.7332333
9985,0.7230857
9986,0.7534789
9987,0.7170644
9988,0.7458293
9989,0.7170254
9990,0.71576905
9991,0.69191515
9992,0.7245851
9993,0.7245851
9994,0.7732545
9995,0.7232804
9996,0.70297945
9997,0.74512124
9998,0.7587968
9999,0.7638604
10000,0.7213758
10001,0.8022901
10002,0.7244288
10003,0.7534789
10004,0.77910995
10005,0.7415487
10006,0.75405645
10007,0.72726184
10008,0.7419568
10009,0.7550963
10010,0.7808601
10011,0.76343
10012,0.7103533
10013,0.74471563
10014,0.71337485
10015,0.72402966
10016,0.77571005
10017,0.74350506
10018,0.76935244
10019,0.76344013
10020,0.7569457
10021,0.7380322
10022,0.74350834
10023,0.73769516
10024,0.75342727
10025,0.78369987
10026,0.73379445
10027,0.74512124
10028,0.7164787
10029,0.76343
10030,0.73769516
10031,0.74592274
10032,0.7213503
10033,0.7569457
10034,0.76868886
10035,0.7808601
10036,0.75405645
10037,0.75146616
10038,0.7716315
10039,0.74512124
10040,0.75405645
10041,0.72122836
10042,0.7545166
10043,0.6385445
10044,0.7277256
10045,0.7493712
10046,0.74086607
10047,0.7317164
10048,0.71192276
10049,0.6943884
10050,0.7363428
10051,0.7215742
10052,0.7461719
10053,0.7470105
10054,0.7428881
10055,0.79519373
10056,0.72947586
10057,0.7632699
10058,0.76175654
10059,0.76593226
10060,0.74512124
10061,0.7547853
10062,0.75966597
10063,0.69503415
10064,0.7271925
10065,0.7271925
10066,0.763489
10067,0.7545352
10068,0.6998218
10069,0.7570529
10070,0.7169858
10071,0.7423062
10072,0.7329864
10073,0.74350834
10074,0.7624722
10075,0.7542683
10076,0.7712312
10077,0.7428881
10078,0.7426171
10079,0.7582265
10080,0.72795343
10081,0.75611067
10082,0.7576133
10083,0.7950238
10084,0.7425987
10085,0.7336303
10086,0.7158486
10087,0.7643864
10088,0.71021867
10089,0.7569457
10090,0.73753035
10091,0.73679435
10092,0.744482
10093,0.7594485
10094,0.72248334
10095,0.77669734
10096,0.753083
10097,0.76646113
10098,0.73481286
10099,0.76343
10100,0.77662754
10101,0.72043
10102,0.7844006
10103,0.64288324
10104,0.76935244
10105,0.7608897
10106,0.6947439
10107,0.760591
10108,0.7376144
10109,0.7624722
10110,0.7232804
10111,0.7570107
10112,0.7384484
10113,0.78585196
10114,0.6998218
10115,0.7542683
10116,0.6975628
10117,0.72402966
10118,0.7388034
10119,0.7581016
10120,0.7271925
10121,0.7265351
10122,0.7309015
10123,0.7428881
10124,0.76343
10125,0.77160895
10126,0.72914755
10127,0.763489
10128,0.74512124
10129,0.72795343
10130,0.73191214
10131,0.7327417
10132,0.71809673
10133,0.7389512
10134,0.7365648
10135,0.7295064
10136,0.7237848
10137,0.7164787
10138,0.76959765
10139,0.7410475
10140,0.7480657
10141,0.7281928
10142,0.72885776
10143,0.7515954
10144,0.7600688
10145,0.7473979
10146,0.7391155
10147,0.7502315
10148,0.74015665
10149,0.74386644
10150,0.7490071
10151,0.72756594
10152,0.76236
10153,0.7581606
10154,0.6718447
10155,0.7629961
10156,0.7334685
10157,0.74512124
10158,0.7220869
10159,0.6909653
10160,0.7318304
10161,0.68848115
10162,0.74512124
10163,0.74025404
10164,0.7106879
10165,0.7441405
10166,0.69540447
10167,0.71689755
10168,0.7547853
10169,0.76935244
10170,0.72686666
10171,0.71600276
10172,0.7291629
10173,0.744482
10174,0.73481286
10175,0.74015665
10176,0.72726184
10177,0.7827877
10178,0.6969464
10179,0.7772827
10180,0.7223942
10181,0.7327417
10182,0.71576905
10183,0.7210357
10184,0.7608897
10185,0.74512124
10186,0.7164787
10187,0.72487116
10188,0.7563894
10189,0.72535396
10190,0.74512124
10191,0.7164787
10192,0.7643864
10193,0.72726184
10194,0.6888133
10195,0.76343
10196,0.76166534
10197,0.7142152
10198,0.7273759
10199,0.74512124
10200,0.75344336
10201,0.71077263
10202,0.7372059
10203,0.7638604
10204,0.72402966
10205,0.7736089
10206,0.7197145
10207,0.7550963
10208,0.75526166
10209,0.7239715
10210,0.7598797
10211,0.7748797
10212,0.7327417
10213,0.74764466
10214,0.7635563
10215,0.7480938
10216,0.7667029
10217,0.80262804
10218,0.73609865
10219,0.73300856
10220,0.7547853
10221,0.74761915
10222,0.7480938
10223,0.7626389
10224,0.752018
10225,0.71595323
10226,0.689497
10227,0.75379515
10228,0.6917819
10229,0.7291629
10230,0.73259187
10231,0.7707046
10232,0.7251568
10233,0.7470105
10234,0.7145388
10235,0.7291629
10236,0.7385033
10237,0.71587515
10238,0.752018
10239,0.7536781
10240,0.7729759
10241,0.76935244
10242,0.79966766
10243,0.72314066
10244,0.7060871
10245,0.7060871
10246,0.7596676
10247,0.75043756
10248,0.7687615
10249,0.71614707
10250,0.7902242
10251,0.74512124
10252,0.7534789
10253,0.7037822
10254,0.76651216
10255,0.6969316
10256,0.7619333
10257,0.7547853
10258,0.7415487
10259,0.7415487
10260,0.7904897
10261,0.7411022
10262,0.7291629
10263,0.71937674
10264,0.7419088
10265,0.75155914
10266,0.7624722
10267,0.7336303
10268,0.7607471
10269,0.7560716
10270,0.76163685
10271,0.73339474
10272,0.76343
10273,0.76935244
10274,0.74512124
10275,0.7462828
10276,0.73339474
10277,0.7175436
10278,0.7089864
10279,0.74512124
10280,0.7252513
10281,0.7546413
10282,0.77926934
10283,0.7367152
10284,0.6369979
10285,0.7361141
10286,0.75544024
10287,0.7132331
10288,0.75966597
10289,0.80713755
10290,0.7444837
10291,0.7525542
10292,0.7752545
10293,0.7646347
10294,0.7547853
10295,0.72975093
10296,0.7215742
10297,0.7164787
10298,0.7215742
10299,0.7075969
10300,0.7600409
10301,0.7583219
10302,0.7343741
10303,0.7428881
10304,0.74512124
10305,0.76776075
10306,0.72756594
10307,0.7040658
10308,0.7171825
10309,0.746075
10310,0.75966275
10311,0.7150435
10312,0.7428836
10313,0.7480938
10314,0.66458374
10315,0.7364803
10316,0.7282457
10317,0.72439516
10318,0.73339474
10319,0.7232804
10320,0.7057463
10321,0.7494753
10322,0.71821773
10323,0.66458374
10324,0.71990246
10325,0.72439516
10326,0.76885945
10327,0.75995
10328,0.7574238
10329,0.76164854
10330,0.7516625
10331,0.6907269
10332,0.6907269
10333,0.6907269
10334,0.71595323
10335,0.7589635
10336,0.76163685
10337,0.74512124
10338,0.73906815
10339,0.73680544
10340,0.7547853
10341,0.69503415
10342,0.72029805
10343,0.72248334
10344,0.7359366
10345,0.7359934
10346,0.7296127
10347,0.7593285
10348,0.7598797
10349,0.7614528
10350,0.7188091
10351,0.72795343
10352,0.74376416
10353,0.756776
10354,0.7286255
10355,0.75503004
10356,0.73738647
10357,0.7284225
10358,0.7564037
10359,0.69634247
10360,0.7563894
10361,0.72487116
10362,0.7211001
10363,0.7565621
10364,0.7217449
10365,0.7164787
10366,0.76935244
10367,0.7808601
10368,0.7487534
10369,0.73197436
10370,0.73526126
10371,0.74471563
10372,0.758763
10373,0.76343
10374,0.73750484
10375,0.7373271
10376,0.7551149
10377,0.74168265
10378,0.75939655
10379,0.7643864
10380,0.7309015
10381,0.7466648
10382,0.7164787
10383,0.7604571
10384,0.73288655
10385,0.7348521
10386,0.7507752
10387,0.7388034
10388,0.7361141
10389,0.76965594
10390,0.78083503
10391,0.76361275
10392,0.7581016
10393,0.7220869
10394,0.7740611
10395,0.75530535
10396,0.7638604
10397,0.7164787
10398,0.7336333
10399,0.7164787
10400,0.76583517
10401,0.72756594
10402,0.68848115
10403,0.76687133
10404,0.7547853
10405,0.74015665
10406,0.7477386
10407,0.7574238
10408,0.72994304
10409,0.7458293
10410,0.74376416
10411,0.7268692
10412,0.7307895
10413,0.72045135
10414,0.72756594
10415,0.71904564
10416,0.811023
10417,0.73769516
10418,0.75577164
10419,0.73225284
10420,0.7574238
10421,0.7562633
10422,0.77025723
10423,0.71652144
10424,0.70582765
10425,0.76935244
10426,0.74512124
10427,0.7606709
10428,0.7265154
10429,0.7543143
10430,0.7729759
10431,0.7358823
10432,0.7419088
10433,0.763489
10434,0.77160895
10435,0.7671932
10436,0.73106533
10437,0.6377594
10438,0.7600225
10439,0.72885776
10440,0.7461719
10441,0.7534121
10442,0.74512124
10443,0.7215742
10444,0.7217449
10445,0.7561555
10446,0.72871834
10447,0.7514506
10448,0.6924223
10449,0.7377765
10450,0.7574238
10451,0.7266487
10452,0.76423603
10453,0.6870306
10454,0.74512124
10455,0.71039397
10456,0.7590151
10457,0.7208133
10458,0.75078195
10459,0.7546413
10460,0.742145
10461,0.74350506
10462,0.72439516
10463,0.7600221
10464,0.71576905
10465,0.7515954
10466,0.7440311
10467,0.7164787
10468,0.7882615
10469,0.7100346
10470,0.7627672
10471,0.77669734
10472,0.7534789
10473,0.71021235
10474,0.7587346
10475,0.7220869
10476,0.7259718
10477,0.71983755
10478,0.7597492
10479,0.72756594
10480,0.7318304
10481,0.7474485
10482,0.72187376
10483,0.6873402
10484,0.7307366
10485,0.75962937
10486,0.7410475
10487,0.7195316
10488,0.7195316
10489,0.7612256
10490,0.7612256
10491,0.74025404
10492,0.7600221
10493,0.7478095
10494,0.75175583
10495,0.7367152
10496,0.7481569
10497,0.77590925
10498,0.6413792
10499,0.7252513
10500,0.7415487
10501,0.7325525
10502,0.71634966
10503,0.7569457
10504,0.742482
10505,0.7232804
10506,0.77354264
10507,0.7228833
10508,0.73727214
10509,0.76583517
10510,0.75486416
10511,0.75918984
10512,0.73300856
10513,0.7388034
10514,0.7611972
10515,0.7569457
10516,0.7496526
10517,0.73738647
10518,0.69071156
10519,0.72756594
10520,0.7430191
10521,0.76132613
10522,0.744482
10523,0.7215742
10524,0.7547853
10525,0.7032687
10526,0.7659196
10527,0.7340789
10528,0.75602365
10529,0.72922546
10530,0.73381126
10531,0.7341789
10532,0.7808601
10533,0.76163685
10534,0.74512124
10535,0.7606709
10536,0.72393197
10537,0.74568474
10538,0.75146616
10539,0.74512124
10540,0.7291629
10541,0.7469826
10542,0.74512124
10543,0.71209663
10544,0.69503415
10545,0.7551676
10546,0.76297224
10547,0.75481796
10548,0.7336303
10549,0.7232804
10550,0.7419568
10551,0.75701296
10552,0.71888614
10553,0.722337
10554,0.7428881
10555,0.74335957
10556,0.7217726
10557,0.7668071
10558,0.7348521
10559,0.7653769
10560,0.7355217
10561,0.76967394
10562,0.7540449
10563,0.75344336
10564,0.749851
10565,0.7606424
10566,0.7609258
10567,0.730365
10568,0.74512124
10569,0.73680544
10570,0.72631085
10571,0.72631085
10572,0.7547853
10573,0.7593452
10574,0.761251
10575,0.74512124
10576,0.7572925
10577,0.7570529
10578,0.7584468
10579,0.74037623
10580,0.75530535
10581,0.7244823
10582,0.7430191
10583,0.7600225
10584,0.7535249
10585,0.76772743
10586,0.74362683
10587,0.74512124
10588,0.7987721
10589,0.7307366
10590,0.73585826
10591,0.73585826
10592,0.794962
10593,0.7130227
10594,0.7644209
10595,0.7232804
10596,0.7643864
10597,0.7732836
10598,0.7213503
10599,0.77811646
10600,0.72756594
10601,0.7378241
10602,0.7001337
10603,0.66469944
10604,0.71692526
10605,0.7498314
10606,0.73046124
10607,0.74683404
10608,0.7600688
10609,0.73723453
10610,0.73723453
10611,0.77031684
10612,0.7481569
10613,0.73259187
10614,0.7364576
10615,0.7100346
10616,0.72756594
10617,0.72073185
10618,0.7816448
10619,0.76935244
10620,0.7716017
10621,0.7600688
10622,0.7600688
