,similarity_score
48325,0.7186273
48326,0.7549782
48327,0.7391499
48328,0.7657312
48329,0.7353711
48330,0.70813894
48331,0.73797107
48332,0.7204113
48333,0.75256896
48334,0.73975337
48335,0.7320739
48336,0.7624722
48337,0.7624722
48338,0.7423658
48339,0.72821915
48340,0.7372602
48341,0.7598365
48342,0.7490866
48343,0.7681366
48344,0.7093159
48345,0.7093159
48346,0.7474485
48347,0.74567366
48348,0.7606975
48349,0.7649823
48350,0.754781
48351,0.7526009
48352,0.74777365
48353,0.71983755
48354,0.73797107
48355,0.72549224
48356,0.6903379
48357,0.7552346
48358,0.73894674
48359,0.76227415
48360,0.71796185
48361,0.75533515
48362,0.7184551
48363,0.7568095
48364,0.69021606
48365,0.7313992
48366,0.7521969
48367,0.7542683
48368,0.7542683
48369,0.76693064
48370,0.7567563
48371,0.76693064
48372,0.7550858
48373,0.7573042
48374,0.7230857
48375,0.78439826
48376,0.75735664
48377,0.7230512
48378,0.7428454
48379,0.73955846
48380,0.7428454
48381,0.7619915
48382,0.7517031
48383,0.71021235
48384,0.7275182
48385,0.7272722
48386,0.7266481
48387,0.7369182
48388,0.7249782
48389,0.7665784
48390,0.7503295
48391,0.7503295
48392,0.7765559
48393,0.75406
48394,0.7222787
48395,0.74548477
48396,0.7765559
48397,0.74552345
48398,0.71907187
48399,0.7266481
48400,0.71907187
48401,0.7573042
48402,0.71650445
48403,0.7173277
48404,0.75614536
48405,0.73053145
48406,0.72472143
48407,0.76683176
48408,0.76683176
48409,0.72821915
48410,0.72964287
48411,0.7274115
48412,0.77204335
48413,0.7393604
48414,0.6886099
48415,0.69747376
48416,0.75536656
48417,0.7765559
48418,0.73566806
48419,0.77701104
48420,0.75369143
48421,0.7544722
48422,0.7272208
48423,0.739532
48424,0.63789845
48425,0.77701104
48426,0.7456373
48427,0.75332665
48428,0.7636895
48429,0.6998579
48430,0.7633829
48431,0.7320064
48432,0.77624965
48433,0.7389512
48434,0.69684386
48435,0.7490866
48436,0.7611685
48437,0.7611685
48438,0.7536819
48439,0.76514214
48440,0.75773084
48441,0.7186253
48442,0.6905759
48443,0.76358813
48444,0.7673637
48445,0.73053145
48446,0.63789845
48447,0.7237319
48448,0.73907006
48449,0.73053145
48450,0.7547853
48451,0.73424375
48452,0.73668456
48453,0.76464057
48454,0.7716056
48455,0.752253
48456,0.7299893
48457,0.7174937
48458,0.7174937
48459,0.7373677
48460,0.73887604
48461,0.77204335
48462,0.7289693
48463,0.6958881
48464,0.6958881
48465,0.6487856
48466,0.7357952
48467,0.75158226
48468,0.7357952
48469,0.74886715
48470,0.71650445
48471,0.742729
48472,0.742729
48473,0.7346869
48474,0.76310086
48475,0.76310086
48476,0.7526302
48477,0.7298988
48478,0.75976044
48479,0.7334224
48480,0.75378454
48481,0.7332834
48482,0.7424092
48483,0.75929666
48484,0.7337714
48485,0.75910914
48486,0.7043276
48487,0.7043276
48488,0.73959386
48489,0.7313367
48490,0.71884143
48491,0.7385846
48492,0.75545174
48493,0.75317234
48494,0.75545174
48495,0.7221314
48496,0.7213143
48497,0.71752775
48498,0.7213143
48499,0.78439826
48500,0.71752775
48501,0.7372602
48502,0.7372602
48503,0.72112536
48504,0.76091576
48505,0.76508665
48506,0.7333936
48507,0.72263354
48508,0.72263354
48509,0.75329536
48510,0.7405761
48511,0.7468364
48512,0.7313992
48513,0.7611972
48514,0.73590505
48515,0.71579003
48516,0.7473457
48517,0.75329536
48518,0.74994916
48519,0.6856014
48520,0.75729287
48521,0.7264958
48522,0.76310086
48523,0.7625634
48524,0.7325462
48525,0.71021235
48526,0.7605969
48527,0.74155766
48528,0.76798856
48529,0.7515826
48530,0.7655582
48531,0.72311133
48532,0.7339842
48533,0.7520851
48534,0.75472736
48535,0.74579966
48536,0.7473457
48537,0.73926955
48538,0.7358223
48539,0.7223462
48540,0.7578207
48541,0.7353035
48542,0.7636895
48543,0.71654856
48544,0.740919
48545,0.70297945
48546,0.75517535
48547,0.72401595
48548,0.7385846
48549,0.7257154
48550,0.7225265
48551,0.7657312
48552,0.76912665
48553,0.72367096
48554,0.72923183
48555,0.7554557
48556,0.72788835
48557,0.74022794
48558,0.75646096
48559,0.71737814
48560,0.73240876
48561,0.68466204
48562,0.7624832
48563,0.72242504
48564,0.7624832
48565,0.68466204
48566,0.7308697
48567,0.73240876
48568,0.76310086
48569,0.72011065
48570,0.74835587
48571,0.6949439
48572,0.726095
48573,0.71021235
48574,0.7611972
48575,0.73925483
48576,0.68719995
48577,0.7551414
48578,0.7255106
48579,0.7515826
48580,0.7269722
48581,0.7655582
48582,0.7624832
48583,0.74525076
48584,0.7333936
48585,0.7703457
48586,0.7574858
48587,0.68754125
48588,0.7501515
48589,0.752918
48590,0.7634426
48591,0.72974086
48592,0.7377886
48593,0.63675547
48594,0.7306416
48595,0.7369746
48596,0.76369894
48597,0.7381866
48598,0.7525003
48599,0.73418915
48600,0.7618074
48601,0.73377883
48602,0.72554874
48603,0.754933
48604,0.7218526
48605,0.7386462
48606,0.72745204
48607,0.7572448
48608,0.73955846
48609,0.7198198
48610,0.75192004
48611,0.7371329
48612,0.75883347
48613,0.7207724
48614,0.7346871
48615,0.7638366
48616,0.74929327
48617,0.68719995
48618,0.75643206
48619,0.7577185
48620,0.7510065
48621,0.7510065
48622,0.7230857
48623,0.7519195
48624,0.70596206
48625,0.75025606
48626,0.70596206
48627,0.74723995
48628,0.76553285
48629,0.75643206
48630,0.76553285
48631,0.7319849
48632,0.71041405
48633,0.71041405
48634,0.7165992
48635,0.7337714
48636,0.72112536
48637,0.7425501
48638,0.7675764
48639,0.7594552
48640,0.73831964
48641,0.75773084
48642,0.7594552
48643,0.68017983
48644,0.72913754
48645,0.71983755
48646,0.7235219
48647,0.7463222
48648,0.756408
48649,0.7235219
48650,0.7235219
48651,0.7435874
48652,0.7256209
48653,0.75772333
48654,0.73831964
48655,0.73831964
48656,0.7604147
48657,0.73089325
48658,0.75700426
48659,0.72697854
48660,0.6904567
48661,0.74812174
48662,0.75986356
48663,0.761629
48664,0.72311133
48665,0.7550438
48666,0.7267659
48667,0.7241892
48668,0.7318304
48669,0.7630938
48670,0.75862336
48671,0.7383631
48672,0.7632408
48673,0.7209023
48674,0.73053145
48675,0.74812174
48676,0.73930514
48677,0.71434057
48678,0.7598365
48679,0.7414001
48680,0.7272409
48681,0.7606975
48682,0.7606975
48683,0.74888664
48684,0.71021235
48685,0.7463222
48686,0.7581767
48687,0.72841716
48688,0.7381866
48689,0.73185515
48690,0.7572448
48691,0.74402404
48692,0.7354847
48693,0.7354847
48694,0.76681244
48695,0.72893864
48696,0.74130297
48697,0.74630505
48698,0.73035157
48699,0.6905759
48700,0.7487645
48701,0.7588832
48702,0.75839865
48703,0.7142044
48704,0.69422
48705,0.74630505
48706,0.7230934
48707,0.63258
48708,0.76464057
48709,0.7660392
48710,0.77701104
48711,0.7209214
48712,0.7689723
48713,0.7557963
48714,0.75677586
48715,0.6957977
48716,0.724857
48717,0.74835587
48718,0.7567589
48719,0.7525027
48720,0.7525027
48721,0.7253405
48722,0.7606801
48723,0.77204335
48724,0.7364644
48725,0.7619915
48726,0.7583554
48727,0.7123513
48728,0.7724859
48729,0.68848115
48730,0.7551423
48731,0.74324894
48732,0.74324894
48733,0.7375012
48734,0.7251836
48735,0.75545174
48736,0.7538322
48737,0.75844663
48738,0.72967106
48739,0.7086026
48740,0.75658125
48741,0.7346447
48742,0.75990117
48743,0.7234774
48744,0.7509817
48745,0.7234774
48746,0.7549619
48747,0.7657883
48748,0.7542505
48749,0.7665784
48750,0.7532854
48751,0.7304233
48752,0.72479284
48753,0.7278404
48754,0.75293577
48755,0.73944676
48756,0.76310086
48757,0.7175683
48758,0.7274115
48759,0.782665
48760,0.73073024
48761,0.7245703
48762,0.761253
48763,0.70462227
48764,0.7702904
48765,0.7495376
48766,0.7702904
48767,0.7379203
48768,0.7578646
48769,0.7551995
48770,0.76268864
48771,0.7528052
48772,0.63789845
48773,0.7417578
48774,0.7611972
48775,0.7240722
48776,0.7611972
48777,0.7581767
48778,0.6904567
48779,0.70231235
48780,0.73053145
48781,0.7581767
48782,0.7698949
48783,0.76660013
48784,0.72799873
48785,0.7201201
48786,0.7201201
48787,0.7272208
48788,0.7547853
48789,0.7525003
48790,0.7551423
48791,0.73163867
48792,0.7196456
48793,0.68830955
48794,0.7428036
48795,0.7428036
48796,0.7432156
48797,0.71344215
48798,0.71961606
48799,0.77662754
48800,0.73963755
48801,0.7683971
48802,0.76140267
48803,0.7047496
48804,0.7047496
48805,0.7602602
48806,0.7502458
48807,0.7445898
48808,0.7119691
48809,0.7581879
48810,0.7245276
48811,0.7363596
48812,0.7317164
48813,0.74890316
48814,0.7234185
48815,0.7511939
48816,0.7185195
48817,0.63258
48818,0.75350755
48819,0.73197436
48820,0.7323674
48821,0.74317086
48822,0.7091915
48823,0.72103024
48824,0.72103024
48825,0.7233447
48826,0.767063
48827,0.7478699
48828,0.7254634
48829,0.7259679
48830,0.7630938
48831,0.76352024
48832,0.7599236
48833,0.75158226
48834,0.7581345
48835,0.73250127
48836,0.7230857
48837,0.7661688
48838,0.75652695
48839,0.7712588
48840,0.75200427
48841,0.7043276
48842,0.75200427
48843,0.72844064
48844,0.7574989
48845,0.72844064
48846,0.7615944
48847,0.7753152
48848,0.7447568
48849,0.749851
48850,0.7660392
48851,0.7616106
48852,0.7230857
48853,0.7665784
48854,0.63789845
48855,0.7774637
48856,0.7462673
48857,0.76220226
48858,0.7374666
48859,0.73201597
48860,0.71377665
48861,0.724722
48862,0.7647526
48863,0.73707676
48864,0.7551423
48865,0.73963755
48866,0.7516378
48867,0.75075054
48868,0.71021867
48869,0.6979773
48870,0.72967106
48871,0.72527754
48872,0.72527754
48873,0.7374666
48874,0.7553013
48875,0.7624722
48876,0.70813894
48877,0.73852503
48878,0.7569162
48879,0.7353877
48880,0.75690717
48881,0.7373348
48882,0.7211756
48883,0.7609701
48884,0.7698949
48885,0.7373348
48886,0.71843386
48887,0.7360933
48888,0.7489877
48889,0.7228099
48890,0.7552346
48891,0.7589127
48892,0.7211756
48893,0.7266481
48894,0.75378454
48895,0.7489877
48896,0.7628858
48897,0.7476339
48898,0.75158226
48899,0.75158226
48900,0.7245703
48901,0.69802594
48902,0.75533515
48903,0.75955486
48904,0.7388704
48905,0.7388704
48906,0.7547853
48907,0.7278705
48908,0.7666007
48909,0.73274255
48910,0.73175967
48911,0.73037577
48912,0.7591742
48913,0.75203514
48914,0.7230857
48915,0.69802594
48916,0.73194695
48917,0.73334694
48918,0.69802594
48919,0.7503295
48920,0.73274255
48921,0.75533515
48922,0.75955486
48923,0.7591742
48924,0.7568364
48925,0.7230217
48926,0.72554874
48927,0.73942745
48928,0.7369746
48929,0.7583045
48930,0.7583045
48931,0.7478095
48932,0.72780037
48933,0.72780037
48934,0.7402049
48935,0.74474394
48936,0.73883015
48937,0.7576415
48938,0.75028145
48939,0.7544722
48940,0.7344038
48941,0.72354484
48942,0.762674
48943,0.72568285
48944,0.76220226
48945,0.7308697
48946,0.74501276
48947,0.7185195
48948,0.7505834
48949,0.7087737
48950,0.75690717
48951,0.75552595
48952,0.76649415
48953,0.7310267
48954,0.7245308
48955,0.7410375
48956,0.7494926
48957,0.7565655
48958,0.7420306
48959,0.76443887
48960,0.72568285
48961,0.73044217
48962,0.7582162
48963,0.73832667
48964,0.7232983
48965,0.7439517
48966,0.7439517
48967,0.76089704
48968,0.7401649
48969,0.7565765
48970,0.756672
48971,0.7568364
48972,0.7519429
48973,0.73789126
48974,0.74202925
48975,0.7585391
48976,0.68466204
48977,0.7644464
48978,0.7594863
48979,0.76203704
48980,0.7577185
48981,0.7485727
48982,0.71983755
48983,0.76246536
48984,0.76246536
48985,0.72311133
48986,0.7269722
48987,0.6909325
48988,0.7623431
48989,0.7547853
48990,0.7707621
48991,0.7365594
48992,0.7577667
48993,0.762674
48994,0.72799873
48995,0.7379512
48996,0.742796
48997,0.742796
48998,0.6622702
48999,0.739532
49000,0.7445867
49001,0.7600827
49002,0.68848115
49003,0.7655582
49004,0.7655582
49005,0.73265326
49006,0.7101605
49007,0.7595329
49008,0.7595329
49009,0.6949907
49010,0.7642377
49011,0.7345866
49012,0.73737705
49013,0.68724835
49014,0.7558954
49015,0.72893864
49016,0.7655886
49017,0.75379515
49018,0.7239715
49019,0.76203704
49020,0.7389512
49021,0.7545481
49022,0.7555412
49023,0.7521428
49024,0.75092065
49025,0.7372863
49026,0.6954166
49027,0.70888
49028,0.7552346
49029,0.75015473
49030,0.7373805
49031,0.73959124
49032,0.71716094
49033,0.7333936
49034,0.7333936
49035,0.76055336
49036,0.7368899
49037,0.7611972
49038,0.73032206
49039,0.7372863
49040,0.7417446
49041,0.7417446
49042,0.7554028
49043,0.76103294
49044,0.7697772
49045,0.7297718
49046,0.76360315
49047,0.686043
49048,0.794116
49049,0.7633771
49050,0.73840475
49051,0.7086026
49052,0.7402049
49053,0.7443664
49054,0.7504907
49055,0.73840475
49056,0.7466234
49057,0.7588832
49058,0.794116
49059,0.7466234
49060,0.768681
49061,0.7297718
49062,0.769386
49063,0.7186253
49064,0.7266481
49065,0.7290003
49066,0.7594863
49067,0.7554921
49068,0.7308697
49069,0.730116
49070,0.76970863
49071,0.76970863
49072,0.7655582
49073,0.72729146
49074,0.761253
49075,0.7488457
49076,0.7271502
49077,0.73396933
49078,0.72380453
49079,0.7343741
49080,0.70813894
49081,0.7040437
49082,0.7689723
49083,0.7265487
49084,0.75735664
49085,0.75735664
49086,0.755018
49087,0.75735664
49088,0.70474815
49089,0.7301532
49090,0.755018
49091,0.73396933
49092,0.74781907
49093,0.72900754
49094,0.7312936
49095,0.7312936
49096,0.7312936
49097,0.75158226
49098,0.75963616
49099,0.7241745
49100,0.7241745
49101,0.73197436
49102,0.7609179
49103,0.7270776
49104,0.73412776
49105,0.7364576
49106,0.7306416
49107,0.7517245
49108,0.7565621
49109,0.73336995
49110,0.7364937
49111,0.7364937
49112,0.74155766
49113,0.7549423
49114,0.7445898
49115,0.7186253
49116,0.72165996
49117,0.7734587
49118,0.7213143
49119,0.73609865
49120,0.7363231
49121,0.7363231
49122,0.74060726
49123,0.7170763
49124,0.7197193
49125,0.68466204
49126,0.7405809
49127,0.76310086
49128,0.7466662
49129,0.76616234
49130,0.73265326
49131,0.7515954
49132,0.7211105
49133,0.7186253
49134,0.7286767
49135,0.71401125
49136,0.72977847
49137,0.7606238
49138,0.7247244
49139,0.7656439
49140,0.7280626
49141,0.760051
49142,0.730116
49143,0.7576494
49144,0.7981361
49145,0.7287876
49146,0.68709266
49147,0.72718143
49148,0.73503816
49149,0.7604259
49150,0.7634553
49151,0.7233447
49152,0.72578084
49153,0.71021235
49154,0.7764374
49155,0.7222227
49156,0.75158226
49157,0.7002195
49158,0.7618643
49159,0.7552346
49160,0.7567563
49161,0.7552346
49162,0.6904567
49163,0.7091571
49164,0.7367671
49165,0.63758105
49166,0.7495951
49167,0.7765559
49168,0.7429991
49169,0.71814907
49170,0.75735664
49171,0.75158226
49172,0.75158226
49173,0.75293577
49174,0.7379042
49175,0.73775804
49176,0.7765559
49177,0.7545523
49178,0.7306416
49179,0.7665784
49180,0.75946903
49181,0.69469905
49182,0.7572925
49183,0.7320664
49184,0.7266481
49185,0.77397513
49186,0.7576405
49187,0.6863167
49188,0.7589458
49189,0.74716926
49190,0.7121955
49191,0.6904918
49192,0.7515125
49193,0.69581515
49194,0.72836864
49195,0.69581515
49196,0.75088173
49197,0.72458655
49198,0.72458655
49199,0.6949907
49200,0.76464057
49201,0.7360933
49202,0.7498314
49203,0.75536656
49204,0.7358996
49205,0.7604259
49206,0.68962693
49207,0.76683176
49208,0.74976265
49209,0.7091915
49210,0.75444686
49211,0.71284837
49212,0.7251487
49213,0.7306416
49214,0.71879786
49215,0.74023664
49216,0.7248507
49217,0.7502657
49218,0.7158271
49219,0.7184522
49220,0.75883347
49221,0.7414001
49222,0.7406005
49223,0.7249226
49224,0.7622813
49225,0.7579191
49226,0.75671273
49227,0.7265686
49228,0.7229733
49229,0.74861944
49230,0.76310086
49231,0.72283715
49232,0.74178946
49233,0.7372602
49234,0.7624722
49235,0.7628858
49236,0.7066605
49237,0.76727164
49238,0.7619915
49239,0.749851
49240,0.7489815
49241,0.7247584
49242,0.72278917
49243,0.75671846
49244,0.74976265
49245,0.7266481
49246,0.70847
49247,0.7333936
49248,0.7195316
49249,0.76069677
49250,0.7186253
49251,0.7186253
49252,0.7299882
49253,0.7665784
49254,0.7656439
49255,0.75931424
49256,0.64744186
49257,0.75931424
49258,0.64744186
49259,0.73524797
49260,0.7515902
49261,0.73666775
49262,0.7338388
49263,0.7338388
49264,0.7633331
49265,0.7633331
49266,0.7148647
49267,0.76310086
49268,0.73163867
49269,0.75291467
49270,0.75291467
49271,0.7619915
49272,0.7456412
49273,0.72898114
49274,0.72344005
49275,0.7554277
49276,0.72939086
49277,0.73056257
49278,0.71519643
49279,0.7481657
49280,0.74224216
49281,0.7372602
49282,0.71173143
49283,0.76772743
49284,0.7601886
49285,0.7279861
49286,0.7298904
49287,0.7030978
49288,0.7460582
49289,0.73241675
49290,0.68962693
49291,0.75795186
49292,0.68962693
49293,0.75795186
49294,0.75293577
49295,0.7215087
49296,0.72939086
49297,0.7373677
49298,0.7603768
49299,0.7596719
49300,0.73743767
49301,0.72193986
49302,0.71912646
49303,0.64929193
49304,0.7528023
49305,0.6882677
49306,0.69190943
49307,0.7519195
49308,0.7510482
49309,0.77543664
49310,0.72212124
49311,0.73250127
49312,0.7170763
49313,0.73250127
49314,0.7208446
49315,0.73407066
49316,0.7619915
49317,0.7519195
49318,0.7619915
49319,0.7519195
49320,0.77000546
49321,0.69243294
49322,0.74609077
49323,0.74609077
49324,0.73089325
49325,0.768204
49326,0.74037623
49327,0.71983755
49328,0.71983755
49329,0.766609
49330,0.7417446
49331,0.7357952
49332,0.77543664
49333,0.7360933
49334,0.73928225
49335,0.686043
49336,0.72114736
49337,0.72212124
49338,0.7549619
49339,0.75910914
49340,0.71981704
49341,0.7683971
49342,0.7665784
49343,0.72761786
49344,0.72558796
49345,0.7595717
49346,0.76310086
49347,0.7575964
49348,0.70847
49349,0.7414001
49350,0.7298904
49351,0.7277197
49352,0.76882243
49353,0.7683971
49354,0.72540945
49355,0.76882243
49356,0.763129
49357,0.73407775
49358,0.72407734
49359,0.7087907
49360,0.7599218
49361,0.73737705
49362,0.7547213
49363,0.7543059
49364,0.7611133
49365,0.7403482
49366,0.64929193
49367,0.7249452
49368,0.75127316
49369,0.7579191
49370,0.75127316
49371,0.73152524
49372,0.73407775
49373,0.72675526
49374,0.72578084
49375,0.76026595
49376,0.71983755
49377,0.71983755
49378,0.7368786
49379,0.7682394
49380,0.7213448
49381,0.7536133
49382,0.738636
49383,0.7669442
49384,0.75158226
49385,0.7470753
49386,0.69385076
49387,0.7087907
49388,0.7625305
49389,0.7625305
49390,0.7186273
49391,0.72458655
49392,0.74097824
49393,0.73307574
49394,0.75158226
49395,0.7030978
49396,0.7330344
49397,0.7475656
49398,0.7228446
49399,0.7372602
49400,0.73231834
49401,0.7565838
49402,0.7462259
49403,0.71965545
49404,0.7186273
49405,0.7716056
49406,0.7556452
49407,0.7528647
49408,0.7558954
49409,0.7551129
49410,0.7306416
49411,0.7633331
49412,0.6888082
49413,0.72961986
49414,0.74501276
49415,0.74501276
49416,0.7361288
49417,0.7462259
49418,0.76021785
49419,0.69190943
49420,0.7227711
49421,0.73391163
49422,0.7542277
49423,0.74490595
49424,0.74161184
49425,0.76310086
49426,0.7531071
49427,0.7265693
49428,0.7765559
49429,0.75344336
49430,0.68466204
49431,0.744594
49432,0.7524047
49433,0.7263613
49434,0.74861944
49435,0.7496954
49436,0.69133425
49437,0.76220226
49438,0.6948338
49439,0.7320064
49440,0.7604147
49441,0.747547
49442,0.7604147
49443,0.7204752
49444,0.7204752
49445,0.72059953
49446,0.7595519
49447,0.73391163
49448,0.75795186
49449,0.7619915
49450,0.69301087
49451,0.742729
49452,0.75226796
49453,0.73238695
49454,0.7253629
49455,0.7632408
49456,0.7138692
49457,0.7274115
49458,0.75846446
49459,0.7575964
49460,0.72112083
49461,0.7243757
49462,0.76055336
49463,0.71909827
49464,0.7149222
49465,0.75350755
49466,0.71983755
49467,0.7503295
49468,0.76310086
49469,0.7765559
49470,0.75393057
49471,0.75393057
49472,0.7211948
49473,0.72777164
49474,0.7523852
49475,0.7575964
49476,0.7575964
49477,0.742729
49478,0.7385846
49479,0.7721298
49480,0.72777164
49481,0.71338874
49482,0.73484063
49483,0.7344664
49484,0.712701
49485,0.712701
49486,0.73035157
49487,0.7765559
49488,0.76816285
49489,0.75291467
49490,0.7385846
49491,0.75075054
49492,0.75291467
49493,0.7480184
49494,0.7486987
49495,0.7281222
49496,0.7474944
49497,0.76268864
49498,0.73745126
49499,0.73323476
49500,0.75165796
49501,0.73745126
49502,0.77220774
49503,0.7372879
49504,0.7497848
49505,0.7556525
49506,0.7235025
49507,0.72811407
49508,0.7665784
49509,0.7051854
49510,0.7449314
49511,0.7581221
49512,0.74723065
49513,0.75663954
49514,0.64744186
49515,0.7243054
49516,0.7243054
49517,0.7624722
49518,0.7333936
49519,0.76098645
49520,0.75385404
49521,0.7556525
49522,0.7590912
49523,0.7608044
49524,0.75910914
49525,0.76401913
49526,0.7536819
49527,0.71078455
49528,0.7319856
49529,0.68962693
49530,0.72154874
49531,0.75671846
49532,0.75253326
49533,0.73097944
49534,0.763129
49535,0.7465023
49536,0.72807705
49537,0.72298396
49538,0.7625188
49539,0.72893864
49540,0.75883347
49541,0.7579191
49542,0.7249452
49543,0.73836005
49544,0.74818003
49545,0.76649415
49546,0.76649415
49547,0.75671846
49548,0.72747076
49549,0.7192292
49550,0.7583219
49551,0.7334723
49552,0.768204
49553,0.7519195
49554,0.7180538
49555,0.7357389
49556,0.72516143
49557,0.7227711
49558,0.7325983
49559,0.7325983
49560,0.75266874
49561,0.7619915
49562,0.74533135
49563,0.7456412
49564,0.7548046
49565,0.7804077
49566,0.75403035
49567,0.6905759
49568,0.73173535
49569,0.78439826
49570,0.75657284
49571,0.7465633
49572,0.78439826
49573,0.73737705
49574,0.75157046
49575,0.73476833
49576,0.7197442
49577,0.75883347
49578,0.7559119
49579,0.7400611
49580,0.7087737
49581,0.7558352
49582,0.72258794
49583,0.76649415
49584,0.70696336
49585,0.72516143
49586,0.7241107
49587,0.73837554
49588,0.7007407
49589,0.7106154
49590,0.73173535
49591,0.77182615
49592,0.7466234
49593,0.75916255
49594,0.7624722
49595,0.7589458
49596,0.75229007
49597,0.7333282
49598,0.7558352
49599,0.74786997
49600,0.7392853
49601,0.7633331
49602,0.7526412
49603,0.76358813
49604,0.7713653
49605,0.72298014
49606,0.73676753
49607,0.73515683
49608,0.75357133
49609,0.7091571
49610,0.73481655
49611,0.71617365
49612,0.73481655
49613,0.7023063
49614,0.7748225
49615,0.76081276
49616,0.71893495
49617,0.7138692
49618,0.7087372
49619,0.7061789
49620,0.75795186
49621,0.72012126
49622,0.665828
49623,0.7624722
49624,0.74602795
49625,0.7623085
49626,0.7623085
49627,0.7257868
49628,0.7472145
49629,0.7472145
49630,0.73852503
49631,0.74601984
49632,0.7761907
49633,0.71549344
49634,0.7575964
49635,0.74011576
49636,0.7385846
49637,0.69098306
49638,0.7414001
49639,0.73481655
49640,0.7424375
49641,0.7361479
49642,0.7563858
49643,0.74861944
49644,0.7652786
49645,0.72262514
49646,0.7563858
49647,0.7306932
49648,0.702584
49649,0.7636272
49650,0.7636272
49651,0.7633331
49652,0.7525464
49653,0.7308697
49654,0.7023063
49655,0.7581767
49656,0.7581767
49657,0.6387467
49658,0.7425127
49659,0.7284509
49660,0.6387467
49661,0.7260922
49662,0.723999
49663,0.7323263
49664,0.7302752
49665,0.7096041
49666,0.7302752
49667,0.73737705
49668,0.7169446
49669,0.73775804
49670,0.7361288
49671,0.7147875
49672,0.75293577
49673,0.7497333
49674,0.7270473
49675,0.7547729
49676,0.7572925
49677,0.7435067
49678,0.75779843
49679,0.7551423
49680,0.73737705
49681,0.7516625
49682,0.70297945
49683,0.7562889
49684,0.7111505
49685,0.73510695
49686,0.72967106
49687,0.7563858
49688,0.7574858
49689,0.7500282
49690,0.73850524
49691,0.7333936
49692,0.7642377
49693,0.7548454
49694,0.7602226
49695,0.75671846
49696,0.73047554
49697,0.73047554
49698,0.75671846
49699,0.74466455
49700,0.7270473
49701,0.7665784
49702,0.74111634
49703,0.7765559
49704,0.7230519
49705,0.753913
49706,0.72294366
49707,0.71737814
49708,0.7204927
49709,0.71789145
49710,0.77827656
49711,0.750245
49712,0.74533135
49713,0.6953579
49714,0.75297064
49715,0.7278613
49716,0.72207606
49717,0.7550858
49718,0.74861944
49719,0.7452588
49720,0.7498314
49721,0.73707676
49722,0.71983755
49723,0.7506684
49724,0.71841776
49725,0.76310086
49726,0.75480187
49727,0.7169446
49728,0.75773084
49729,0.75480187
49730,0.75480187
49731,0.72112536
49732,0.72112536
49733,0.7157979
49734,0.7551058
49735,0.7353825
49736,0.7087737
49737,0.7278613
49738,0.66375095
49739,0.7379627
49740,0.69539887
49741,0.72697854
49742,0.7623085
49743,0.76072097
49744,0.71461797
49745,0.74895704
49746,0.74895704
49747,0.7535521
49748,0.7535521
49749,0.7385846
49750,0.7296363
49751,0.7385846
49752,0.7535432
49753,0.7602226
49754,0.7331857
49755,0.72477764
49756,0.76553285
49757,0.72477764
49758,0.76553285
49759,0.77063686
49760,0.702584
49761,0.74601984
49762,0.758119
49763,0.75498855
49764,0.7304019
49765,0.75298184
49766,0.7338092
49767,0.69258904
49768,0.69208324
49769,0.70535123
49770,0.7425127
49771,0.7399161
49772,0.7630326
49773,0.73252916
49774,0.7521337
49775,0.7239715
49776,0.7488221
49777,0.7239715
49778,0.72638404
49779,0.74726164
49780,0.71021235
49781,0.7561822
49782,0.7525464
49783,0.74466455
49784,0.7209033
49785,0.73454857
49786,0.7384167
49787,0.7576301
49788,0.7589458
49789,0.7230857
49790,0.7536763
49791,0.66407883
49792,0.735426
49793,0.76743275
49794,0.75911206
49795,0.75911206
49796,0.75189424
49797,0.76268864
49798,0.71617365
49799,0.73454857
49800,0.7389512
49801,0.75170565
49802,0.7535521
49803,0.7498314
49804,0.750317
49805,0.7267264
49806,0.7250031
49807,0.7323394
49808,0.7323394
49809,0.7601886
49810,0.7326461
49811,0.72341883
49812,0.7601886
49813,0.77003217
49814,0.7721342
49815,0.7228943
49816,0.7228943
49817,0.7170763
49818,0.7231742
49819,0.7231742
49820,0.73837554
49821,0.72741115
49822,0.73378026
49823,0.77003217
49824,0.77016747
49825,0.76907235
49826,0.7155961
49827,0.7155961
49828,0.71792495
49829,0.76964974
49830,0.7105445
49831,0.75185454
49832,0.7105445
49833,0.73142594
49834,0.7440311
49835,0.7508913
49836,0.7323394
49837,0.72474223
49838,0.7373348
49839,0.77167624
49840,0.7721342
49841,0.69377327
49842,0.74861944
49843,0.6886099
49844,0.7308697
49845,0.75844663
49846,0.74472874
49847,0.74533135
49848,0.7553711
49849,0.74474394
49850,0.72844446
49851,0.7366135
49852,0.73360264
49853,0.7581767
49854,0.7510822
49855,0.7303762
49856,0.7384019
49857,0.7111281
49858,0.73362684
49859,0.6904567
49860,0.7214246
49861,0.6979773
49862,0.6640054
49863,0.7657883
49864,0.7485348
49865,0.6951568
49866,0.7186837
49867,0.7209033
49868,0.76348245
49869,0.76136637
49870,0.7716056
49871,0.71600705
49872,0.7565621
49873,0.7565621
49874,0.75104046
49875,0.735426
49876,0.75729287
49877,0.74562263
49878,0.7565621
49879,0.74834824
49880,0.72761786
49881,0.74562263
49882,0.73797107
49883,0.73321056
49884,0.75511026
49885,0.7296981
49886,0.72747076
