,normalized_distance
171,-0.20968015211202412
172,0.7671875948706018
173,-0.45693905162196014
174,-0.2113052787423413
175,-0.2113052787423413
176,-0.45137621416040896
177,-0.2113052787423413
178,-0.3881240918173203
179,-0.21133553381665718
180,0.4996320110387621
181,-0.45412996571899455
182,-0.4524428538405121
183,-0.21167089927921295
184,-0.45137621416040896
185,-0.4574725600248479
186,0.6907504701931693
187,-0.45653647154361227
188,0.5316268982291833
189,-0.18736693457099457
190,-0.21128127590910573
191,0.4413810234358873
192,-0.21065194103606236
193,0.5312438045511447
194,-0.3788215472288945
195,-0.21159004928972056
196,-0.21159004928972056
197,5.411594063024725
198,-0.45137621416040896
199,-0.21159004928972056
200,-0.21133553381665718
201,-0.21159004928972056
202,0.774410744334922
203,0.774410744334922
204,-0.4550597743091302
205,-0.07603841936921255
206,-0.45722496981992095
207,-0.2114966833857356
208,-0.25907768963400113
209,2.1061761789762805
210,-0.45137621416040896
211,0.0282070436213559
212,-0.45412996571899455
213,0.4192999911799878
214,-0.33454054346222356
215,-0.21159004928972056
216,-0.21159004928972056
217,-0.4573614885887543
218,-0.445898412486143
219,-0.40881290946018123
220,-0.45627940056181265
221,-0.45722496981992095
222,-0.4526512034446452
223,-0.19449585166447886
224,-0.21144275465894818
225,-0.21053331304769965
226,0.7671875948706018
227,0.5394484333611047
228,-0.4518917697684167
229,-0.2113052787423413
230,-0.45137621416040896
231,-0.4518917697684167
232,-0.45802931779411055
233,-0.20937271756149478
234,0.489686783745082
235,-0.21182859307975924
236,-0.2114966833857356
237,1.6433185216408708
238,-0.45627940056181265
239,-0.21133553381665718
240,-0.4571869146270406
241,-0.45137621416040896
242,-0.45137621416040896
243,-0.21167089927921295
244,-0.4565977387614032
245,-0.20835550666959335
246,-0.21016423531692732
247,-0.45137621416040896
248,-0.4229580848837978
249,-0.2114966833857356
250,-0.45805600267838215
251,0.863608937281382
252,0.7671875948706018
253,-0.4533135201484586
254,0.5394484333611047
255,0.7671875948706018
256,-0.45412996571899455
257,0.07213158937030496
258,0.28272058429836955
259,-0.2117196655904989
260,5.311049349144057
261,-0.45137621416040896
262,-0.4563087136707223
263,-0.45627940056181265
264,-0.21105853393174037
265,1.6282650508719265
266,-0.21182859307975924
267,-0.2114966833857356
268,-0.20968015211202412
269,-0.007283212327813231
270,-0.45137621416040896
271,-0.45644555675470655
272,-0.21040720063187976
273,0.19615435457123861
274,-0.21057938309994653
275,-0.45137621416040896
276,-0.20997837158526744
277,0.7671875948706018
278,-0.2113054910066914
279,-0.42585015243695695
280,-0.45137621416040896
281,-0.2113052787423413
282,-0.45701508508009275
283,-0.45412996571899455
284,-0.45627038021839095
285,-0.45137621416040896
286,-0.21003571510889943
287,0.5956748045283644
288,-0.21090564308826198
289,1.4747752120838182
290,-0.2090469329082657
291,-0.45575930836184153
292,0.7566581275260598
293,-0.4522894637595378
294,1.0280879721551097
295,-0.1907320168413767
296,-0.45412996571899455
297,-0.45412996571899455
298,-0.45137621416040896
299,0.03911610981310289
300,0.8308390010829096
301,-0.4536386970468999
302,-0.45802931779411055
303,-0.45693905162196014
304,0.9275906936119794
305,-0.41887660343952055
306,-0.20624773715130265
307,-0.2118447701232268
308,0.6793088802354539
309,0.864329854054144
310,0.864329854054144
311,-0.03445901671598965
312,-0.21159004928972056
313,-0.45137621416040896
314,0.6740639207760504
315,-0.4527538689214655
316,-0.45722496981992095
317,-0.45559728876231886
318,0.03911610981310289
319,0.03911610981310289
320,-0.45635290541242474
321,-0.21105439952242808
322,-0.21057938309994653
323,-0.3794205295444614
324,2.8376082271450986
325,-0.21057938309994653
326,-0.4518917697684167
327,-0.42585015243695695
328,-0.2114966833857356
329,-0.20835550666959335
330,-0.45137621416040896
331,-0.4566980098812851
332,-0.45627940056181265
333,-0.007283212327813231
334,-0.21111163998891694
335,-0.4559822726757122
336,-0.45338963167307017
337,-0.45492030568714587
338,-0.42315932855821176
339,0.2517851790913287
340,-0.45137621416040896
341,0.16053108050976556
342,-0.45559728876231886
343,-0.45627940056181265
344,0.6126653551000362
345,-0.19879563261147956
346,0.28272058429836955
347,-0.21402031546229294
348,-0.21123396848650022
349,-0.1966150492672776
350,2.507880728065746
351,1.6855270665533784
352,-0.4575369126546536
353,0.7671875948706018
354,-0.2118527071976966
355,-0.45137621416040896
356,-0.45559728876231886
357,0.7671875948706018
358,2.096440332001717
359,5.311049349144057
360,-0.21057938309994653
361,-0.2104037434532829
362,-0.45627940056181265
363,0.1190412454113553
364,0.38778462659647756
365,-0.45621971774036735
366,0.033017361660776186
367,-0.21016423531692732
368,-0.4524428538405121
369,1.6680125452676782
370,-0.45412996571899455
371,-0.45693905162196014
372,0.6309560273306817
373,0.6309560273306817
374,-0.2583284188928548
375,-0.45285864181013574
376,-0.21003571510889943
377,-0.2118447701232268
378,-0.45627940056181265
379,-0.17692816233409797
380,-0.21159004928972056
381,-0.45492030568714587
382,-0.21159004928972056
383,-0.21159004928972056
384,-0.21159004928972056
385,-0.3788215472288945
386,4.854868982412614
387,-0.4574725600248479
388,-0.45559728876231886
389,-0.19218715952275442
390,-0.45105288604627786
391,-0.45693905162196014
392,-0.2116165479044989
393,-0.037422463863132534
394,0.7737966996063992
395,-0.2114966833857356
396,0.8480706532260819
397,-0.45392693670130807
398,-0.20933514450005483
399,0.03911610981310289
400,-0.4558211172223596
401,-0.45137621416040896
402,0.9574720556333475
403,0.8480706532260819
404,-0.1173012885108865
405,-0.45137621416040896
406,-0.45693905162196014
407,2.2770683363190702
408,-0.19218715952275442
409,-0.2113052787423413
410,-0.4163840391194846
411,-0.45559728876231886
412,-0.21083746672704043
413,0.864329854054144
414,-0.45802931779411055
415,-0.2114966833857356
416,-0.21105853393174037
417,0.864329854054144
418,-0.45137621416040896
419,-0.45412996571899455
420,-0.45693905162196014
421,-0.21118621207997446
422,-0.4442881374191695
423,3.090743363084096
424,0.003633448835698468
425,0.003633448835698468
426,0.003633448835698468
427,0.003633448835698468
428,0.003633448835698468
429,0.003633448835698468
430,0.003633448835698468
431,-0.45412996571899455
432,0.016826027390611106
433,0.5312438045511447
434,-0.4574725600248479
435,-0.45137621416040896
436,-0.45359209729892724
437,-0.45805600267838215
438,2.507880728065746
439,0.7671875948706018
440,-0.06200635952058759
441,0.774410744334922
442,-0.45137621416040896
443,1.9855839634108146
444,-0.45137621416040896
445,1.8427106639995694
446,0.5820482360072272
447,-0.21159004928972056
448,-0.21159004928972056
449,0.8797396840978903
450,-0.4526871978056624
451,4.844477178795196
452,-0.45359209729892724
453,-0.21048317170826517
454,-0.39522486280871894
455,-0.45412996571899455
456,5.3318427422073205
457,-0.21167089927921295
458,-0.45722496981992095
459,-0.45627940056181265
460,-0.4163840391194846
461,0.7720857514261343
462,-0.45559728876231886
463,0.18554120123817677
464,0.9499544324341554
465,-0.2114966833857356
466,-0.45137621416040896
467,0.863608937281382
468,-0.45492030568714587
469,-0.4526871978056624
470,-0.4442881374191695
471,-0.38058467528252854
472,-0.21133553381665718
473,-0.21133553381665718
474,-0.21133553381665718
475,-0.21133553381665718
476,-0.21159004928972056
477,-0.4163840391194846
478,-0.4536386970468999
479,-0.020556277965662537
480,0.863608937281382
481,0.34787600471798524
482,-0.21057938309994653
483,-0.4527538689214655
484,0.5414968279941555
485,1.6202220877897653
486,-0.21028300027703128
487,-0.20968015211202412
488,0.774410744334922
489,0.7671875948706018
490,0.863608937281382
491,0.7790745256990687
492,-0.45627940056181265
493,-0.2114966833857356
494,-0.45559728876231886
495,-0.21028300027703128
496,0.09435469135150536
497,-0.4524428538405121
498,1.6788161718545793
499,0.726465936876188
500,-0.21159004928972056
501,-0.21163462916730072
502,-0.45627940056181265
503,-0.21159004928972056
504,-0.45762189907956663
505,-0.45627940056181265
506,-0.45412996571899455
507,-0.45359209729892724
508,-0.4575369126546536
509,-0.2114966833857356
510,0.8480706532260819
511,-0.4574911089656451
512,0.863608937281382
513,0.8330290618377828
514,-0.4527538689214655
515,-0.21159004928972056
516,-0.45246506915981566
517,1.5661137393560938
518,0.8440977531847679
519,-0.2107879812091494
520,0.5411407249673081
521,-0.45412996571899455
522,-0.45412996571899455
523,-0.21057938309994653
524,-0.211798545195179
525,0.774410744334922
526,0.774410744334922
527,0.5268663291711889
528,0.7674698233990151
529,-0.20968015211202412
530,-0.2073655575979974
531,0.863608937281382
532,-0.2117196655904989
533,-0.4527538689214655
534,-0.21057938309994653
535,-0.45137621416040896
536,-0.21057938309994653
537,-0.21057938309994653
538,-0.4570863734699087
539,-0.44694975444429724
540,-0.4546148245642016
541,-0.45412996571899455
542,1.0017588188578652
543,-0.45802931779411055
544,-0.21142175820397513
545,-0.4566432137970255
546,-0.45137621416040896
547,-0.24937490907847698
548,-0.45412996571899455
549,0.5394484333611047
550,0.864329854054144
551,-0.4518917697684167
552,-0.45137621416040896
553,-0.45137621416040896
554,-0.45490273970122014
555,-0.4507658475587658
556,-0.1600652136008094
557,-0.38058467528252854
558,-0.1992068833620722
559,-0.4565977387614032
560,-0.45137621416040896
561,1.2560506388853852
562,-0.45693905162196014
563,-0.1992068833620722
564,-0.21057938309994653
565,-0.20984850556325407
566,-0.20984850556325407
567,-0.4526512034446452
568,-0.1907320168413767
569,0.864329854054144
570,0.10384835151525584
571,-0.4570863734699087
572,-0.45412996571899455
573,2.8376082271450986
574,2.1061761789762805
575,-0.2104037434532829
576,-0.45559728876231886
577,-0.45559728876231886
578,0.774410744334922
579,-0.1940377192050582
580,-0.21159004928972056
581,-0.21090564308826198
582,-0.45559728876231886
583,0.774410744334922
584,-0.1992068833620722
585,0.7671875948706018
586,-0.21105853393174037
587,-0.21153835086675887
588,-0.45322234056872424
589,-0.45137621416040896
590,-0.2113052787423413
591,-0.05272257021105748
592,-0.45137621416040896
593,-0.21105853393174037
594,-0.1441881114324968
595,0.02280808104519593
596,0.863608937281382
597,-0.1441881114324968
598,1.3512153446673898
599,-0.44341426349150387
600,-0.21179757152390427
601,0.022300830086785836
602,-0.21169192916346632
603,-0.19007490189706464
604,-0.45137621416040896
605,0.35129884678521645
606,-0.21128127590910573
607,-0.2115403608943309
608,0.28272058429836955
609,-0.45412996571899455
610,-0.4386383496112542
611,-0.20835550666959335
612,0.6567281877058257
613,-0.45137621416040896
614,-0.39423406022536694
615,0.36431210755495186
616,-0.20835550666959335
617,-0.21133553381665718
618,-0.45644555675470655
619,0.863608937281382
620,-0.42944673006840045
621,-0.2114966833857356
622,-0.20553124874017384
623,0.10574668924915168
624,-0.45137621416040896
625,-0.45137621416040896
626,-0.4536386970468999
627,-0.45137621416040896
628,-0.45137621416040896
629,-0.4163840391194846
630,-0.21159004928972056
631,0.7790745256990687
632,-0.20552063289655734
633,0.19615435457123861
634,-0.21167089927921295
635,-0.21179757152390427
636,-0.45412996571899455
637,0.5213640461026396
638,-0.45318757827606587
639,-0.20997837158526744
640,-0.4163840391194846
641,-0.2118447701232268
642,-0.21159004928972056
643,0.864329854054144
644,-0.45137621416040896
645,-0.45137621416040896
646,-0.45559728876231886
647,-0.21133553381665718
648,-0.4518917697684167
649,-0.32434777164271
650,1.4080149485611784
651,-0.4567611578646451
652,-0.21144275465894818
653,-0.45246506915981566
654,-0.2113052787423413
655,-0.21105853393174037
656,0.20186268548478103
657,-0.45412996571899455
658,-0.42315932855821176
659,0.7566581275260598
660,-0.45137621416040896
661,1.6202220877897653
662,-0.20835550666959335
663,-0.21159004928972056
664,0.774410744334922
665,-0.2114966833857356
666,-0.45137621416040896
667,0.6223032498428022
668,-0.2104918885322467
669,-0.2114966833857356
670,-0.21133553381665718
671,-0.21056458926277166
672,-0.45412996571899455
673,-0.45137621416040896
674,0.625482467396362
675,0.864329854054144
676,-0.44132793109145385
677,-0.211798545195179
678,0.6138985694327412
679,-0.2104037434532829
680,-0.45559728876231886
681,-0.45693905162196014
682,0.45146361200771484
683,-0.21125022073969738
684,-0.21128127590910573
685,-0.21184553099264508
686,-0.21159004928972056
687,-0.45137621416040896
688,0.7674698233990151
689,-0.41161324291356133
690,0.864329854054144
691,-0.2114966833857356
692,1.6680125452676782
693,-0.45137621416040896
694,-0.45137621416040896
695,-0.21128127590910573
696,-0.45137621416040896
697,0.625482467396362
698,-0.21128127590910573
699,0.6306658063105263
700,-0.2114966833857356
701,-0.45559728876231886
702,-0.21057938309994653
703,-0.21133553381665718
704,1.8187584594499653
705,-0.4529262161506873
706,-0.4563087136707223
707,0.9270127452081058
708,1.1706961271446208
709,-0.4163840391194846
710,-0.45137621416040896
711,-0.45412996571899455
712,-0.21159004928972056
713,0.7671875948706018
714,0.6474889510403655
715,1.1130356629249172
716,0.864329854054144
717,-0.457124022390083
718,-0.19007490189706464
719,0.863608937281382
720,-0.45627940056181265
721,-0.2103071964418463
722,1.8427106639995694
723,-0.2114966833857356
724,-0.21133553381665718
725,-0.45137621416040896
726,-0.21159004928972056
727,-0.20984850556325407
728,-0.21056458926277166
729,-0.45137621416040896
730,-0.4570863734699087
731,-0.01920464592803207
732,-0.21167089927921295
733,-0.2114966833857356
734,-0.2114966833857356
735,0.863608937281382
736,-0.45627940056181265
737,-0.45137621416040896
738,-0.45698169717358145
739,-0.45137621416040896
740,-0.21167089927921295
741,0.8635116378758732
742,-0.45137621416040896
743,-0.45137621416040896
744,1.6788161718545793
745,-0.45627940056181265
746,-0.01920464592803207
747,-0.17132523520853477
748,-0.21128127590910573
749,-0.4518917697684167
750,-0.45492030568714587
751,-0.21040720063187976
752,-0.4527538689214655
753,2.0682522154349483
754,-0.18707240622367655
755,-0.21057938309994653
756,-0.2581232648107133
757,0.864329854054144
758,-0.21057938309994653
759,-0.45137621416040896
760,0.5213640461026396
761,0.2341944275588719
762,4.844477178795196
763,-0.45412996571899455
764,-0.45492030568714587
765,-0.21090564308826198
766,-0.45137621416040896
767,-0.13366730809846022
768,1.6202220877897653
769,0.4968779488335722
770,-0.45412996571899455
771,-0.2117196655904989
772,-0.21172082901214984
773,2.507880728065746
774,-0.4062215970803787
775,-0.45137621416040896
776,-0.21056458926277166
777,-0.45412996571899455
778,-0.21128127590910573
779,1.5206744025324381
780,1.5206744025324381
781,-0.20968015211202412
782,-0.45722496981992095
783,-0.21057938309994653
784,0.625482467396362
785,-0.4518917697684167
786,-0.21105853393174037
787,-0.3835645381819429
788,-0.21057938309994653
789,2.5765273741843564
790,-0.4527538689214655
791,-0.45412996571899455
792,0.2731837966334842
793,-0.45137621416040896
794,-0.4518917697684167
795,-0.45137621416040896
796,-0.4518917697684167
797,-0.45137621416040896
798,-0.45627940056181265
799,-0.44132793109145385
800,-0.21167089927921295
801,0.022223094181285746
802,1.8427106639995694
803,-0.3881240918173203
804,-0.20500049185132732
805,-0.20500049185132732
806,-0.20500049185132732
807,-0.20500049185132732
808,-0.2103256848548122
809,-0.2100937618301718
810,-0.2113052787423413
811,-0.36814571910301264
812,0.863608937281382
813,-0.1992068833620722
814,-0.3604171576630821
815,-0.20212357134224113
816,-0.45722496981992095
817,-0.45412996571899455
818,0.864329854054144
819,-0.45137621416040896
820,-0.20984850556325407
821,-0.20968015211202412
822,-0.386247330035974
823,-0.18902532278094986
824,-0.21128127590910573
825,-0.2114890081737914
826,0.684869406579195
827,0.6124180579665683
828,-0.01920464592803207
829,-0.2090469329082657
830,-0.45412996571899455
831,-0.45412996571899455
832,0.864329854054144
833,-0.4518917697684167
834,0.04704959725863167
835,-0.45137621416040896
836,-0.45359209729892724
837,-0.21003571510889943
838,-0.21167089927921295
839,0.863608937281382
840,-0.2114966833857356
841,-0.4526871978056624
842,-0.45137621416040896
843,-0.45412996571899455
844,-0.21083746672704043
845,-0.45412996571899455
846,-0.3993906414925553
847,0.7720857514261343
848,-0.19218715952275442
849,-0.45722496981992095
850,0.9167965037348144
851,-0.45412996571899455
852,-0.21090564308826198
853,-0.21056458926277166
854,-0.4469865971137788
855,-0.45698169717358145
856,0.5956804499041751
857,2.560820482310862
858,-0.21186142108285858
859,-0.45137621416040896
860,-0.45412996571899455
861,-0.2113052787423413
862,-0.21137095416346405
863,0.9870596541375709
864,-0.45627940056181265
865,0.7566581275260598
866,1.1485899081251523
867,-0.1966313597177304
868,-0.4518917697684167
869,0.3836821017398052
870,-0.45412996571899455
871,-0.45627940056181265
872,5.410091477444324
873,0.28272058429836955
874,-0.21159004928972056
875,-0.21159004928972056
876,-0.21159004928972056
877,-0.21159004928972056
878,0.8797396840978903
879,2.7740467390587056
880,0.3801102317640022
881,-0.21128127590910573
882,-0.21040720063187976
883,-0.45359209729892724
884,-0.45644555675470655
885,-0.2103256848548122
886,4.845501794580726
887,-0.21133553381665718
888,0.6583180451779663
889,0.3885309450662429
890,-0.33454054346222356
891,-0.45412996571899455
892,-0.21028300027703128
893,-0.45137621416040896
894,-0.45137621416040896
895,-0.21005107818651875
896,-0.45412996571899455
897,-0.4518917697684167
898,-0.45137621416040896
899,-0.45359209729892724
900,-0.45137621416040896
901,-0.45412996571899455
902,-0.4518917697684167
903,4.844708192388968
904,-0.21057938309994653
905,-0.4533530552840426
906,-0.18992956802367156
907,-0.4518917697684167
908,-0.2107879812091494
909,-0.17393901332123565
910,-0.21125943693915264
911,-0.19068434876582607
912,-0.45559728876231886
913,-0.45644555675470655
914,-0.45137621416040896
915,0.864329854054144
916,-0.20968015211202412
917,0.16053108050976556
918,-0.21159004928972056
919,-0.20552063289655734
920,-0.45627940056181265
921,-0.3881240918173203
922,-0.45338963167307017
923,-0.21177567691354637
924,0.08708977589096221
925,-0.45627940056181265
926,-0.45412996571899455
927,-0.40881290946018123
928,-0.36814571910301264
929,-0.012556893704299821
930,-0.45613452912112357
931,1.6860908903245104
932,-0.45359209729892724
933,1.1100698594779033
934,-0.17240568590390637
935,0.7671875948706018
936,-0.4507658475587658
937,-0.45627940056181265
938,2.224311394748152
939,0.625482467396362
940,-0.4533135201484586
941,-0.45722496981992095
942,-0.2114966833857356
943,2.095471057643917
944,-0.45574794563502835
945,-0.45412996571899455
946,-0.45031968334469574
947,1.5206744025324381
948,1.5206744025324381
949,1.5206744025324381
950,-0.18841247070812092
951,0.6638057825937204
952,-0.21057938309994653
953,-0.20639890929879748
954,-0.4579554721518387
955,-0.21003571510889943
956,-0.45137621416040896
957,-0.2098046727779269
958,-0.417156834815609
959,-0.45627940056181265
960,-0.45412996571899455
961,-0.2090469329082657
962,0.39703359939391397
963,-0.20835550666959335
964,-0.45412996571899455
965,-0.45137621416040896
966,-0.20968015211202412
967,-0.4507658475587658
968,-0.45359209729892724
969,-0.21031100478420325
970,-0.45137621416040896
971,2.8376082271450986
972,-0.2114966833857356
973,-0.21133553381665718
974,-0.45412996571899455
975,-0.45559728876231886
976,-0.2113052787423413
977,-0.45627940056181265
978,1.7207792175746903
979,-0.45492030568714587
980,-0.45137621416040896
981,-0.2104037434532829
982,-0.21128127590910573
983,-0.20968015211202412
984,-0.45412996571899455
985,-0.21128127590910573
986,5.42001607860405
987,-0.45137621416040896
988,-0.19915703483726407
989,-0.4518917697684167
990,-0.45627940056181265
991,-0.2113054910066914
992,-0.45137621416040896
993,-0.20968015211202412
994,-0.45435216283225055
995,-0.45412996571899455
996,-0.2114966833857356
997,0.7671875948706018
998,-0.14471790179676552
999,0.065748308496171
1000,0.864329854054144
1001,-0.01920464592803207
1002,1.5806949863930602
1003,0.36431210755495186
1004,2.8354005344462623
1005,-0.4518917697684167
1006,-0.42069004045762515
1007,1.7123453410826166
1008,-0.45412996571899455
1009,0.7671875948706018
1010,-0.45693905162196014
1011,-0.4570863734699087
1012,-0.19007490189706464
1013,-0.20789138907135124
1014,-0.45559728876231886
1015,-0.45627940056181265
1016,0.5394484333611047
1017,-0.20968015211202412
1018,-0.45351418421274475
1019,0.864329854054144
1020,-0.21090564308826198
1021,-0.4469865971137788
1022,0.3211219419413121
1023,0.4192999911799878
1024,0.13498008971966635
1025,0.13498008971966635
1026,-0.42315932855821176
1027,-0.21087482648870964
1028,0.6031746444761757
1029,-0.45137621416040896
1030,-0.4527538689214655
1031,0.864329854054144
1032,-0.445898412486143
1033,0.8480706532260819
1034,-0.24722957003801982
1035,-0.45137621416040896
1036,-0.45137621416040896
1037,-0.07936467674111862
1038,-0.45359209729892724
1039,0.032971413981177256
1040,-0.2118000470922073
1041,-0.20984850556325407
1042,-0.4570863734699087
1043,-0.45137621416040896
1044,0.864329854054144
1045,-0.4518917697684167
1046,1.2605603549791276
1047,-0.45621971774036735
1048,-0.45693905162196014
1049,-0.4571869146270406
1050,-0.45285864181013574
1051,-0.2114966833857356
1052,-0.45627940056181265
1053,-0.45412996571899455
1054,-0.45137621416040896
1055,-0.21159004928972056
1056,-0.18902532278094986
1057,-0.37486374775914055
1058,-0.45805600267838215
1059,-0.45559728876231886
1060,-0.45412996571899455
1061,-0.45611665003298735
1062,0.863608937281382
1063,2.5401255433585335
1064,0.863608937281382
1065,0.7671875948706018
1066,-0.4568013708907698
1067,-0.45137621416040896
1068,-0.21105853393174037
1069,-0.45492030568714587
1070,-0.21016423531692732
1071,-0.2091023087815827
1072,-0.3931050317180045
1073,-0.2103071964418463
1074,-0.45722496981992095
1075,-0.4552047883667062
1076,-0.45137621416040896
1077,1.8427106639995694
1078,-0.45412996571899455
1079,-0.45412996571899455
1080,-0.21131412079501283
1081,-0.21129084803473983
1082,0.15419560113274
1083,-0.45627940056181265
1084,-0.45359209729892724
1085,0.25037588218401563
1086,-0.4163840391194846
1087,-0.20708019615613302
1088,-0.45412996571899455
1089,0.4192999911799878
1090,-0.4507658475587658
1091,-0.037422463863132534
1092,-0.45105288604627786
1093,1.2560506388853852
1094,-0.20968015211202412
1095,-0.4563087136707223
1096,-0.2110894300149032
1097,-0.21002846074949214
1098,-0.4570701166112611
1099,-0.45137621416040896
1100,-0.45137621416040896
1101,-0.45722496981992095
1102,-0.33538354778601337
1103,-0.2103071964418463
1104,1.6846725850199316
1105,0.4112929487086745
1106,-0.45559728876231886
1107,-0.45412996571899455
1108,0.5739373899595775
1109,-0.20968015211202412
1110,-0.21167089927921295
1111,-0.41919589417642
1112,2.2235352228396548
1113,-0.21057938309994653
1114,-0.21133553381665718
1115,-0.21133553381665718
1116,0.7857134176216376
1117,-0.2114966833857356
1118,-0.2114966833857356
1119,-0.21167089927921295
1120,-0.21167089927921295
1121,1.5661137393560938
1122,0.16413817196391675
1123,-0.45412996571899455
1124,0.7671875948706018
1125,0.08208505020518536
1126,-0.45412996571899455
1127,-0.4553745299110466
1128,-0.45722496981992095
1129,-0.457863455295095
1130,-0.45137621416040896
1131,0.7671875948706018
1132,-0.20098998854523414
1133,-0.21040720063187976
1134,-0.45693905162196014
1135,-0.45559728876231886
1136,-0.4163840391194846
1137,-0.4524428538405121
1138,-0.20968015211202412
1139,-0.45559728876231886
1140,-0.3606458412007579
1141,-0.35353160891711516
1142,0.863608937281382
1143,-0.45412996571899455
1144,-0.45621971774036735
1145,0.9499544324341554
1146,-0.4570701166112611
1147,-0.21182859307975924
1148,-0.21133553381665718
1149,-0.45137621416040896
1150,-0.45627940056181265
1151,-0.45693905162196014
1152,-0.21057938309994653
1153,-0.45137621416040896
1154,-0.4566057116203176
1155,5.167610776320264
1156,-0.45412996571899455
1157,-0.2113052787423413
1158,-0.19426416594075474
1159,-0.45412996571899455
1160,-0.45722496981992095
1161,-0.21159004928972056
1162,-0.17959602816416942
1163,-0.45329633036498507
1164,-0.3463181567911935
1165,-0.21133553381665718
1166,0.7566581275260598
1167,1.501684454419938
1168,1.501684454419938
1169,-0.2114966833857356
1170,-0.2113052787423413
1171,-0.45559728876231886
1172,-0.45627940056181265
1173,-0.45137621416040896
1174,0.3612353210382693
1175,-0.41919589417642
1176,-0.21105853393174037
1177,0.864329854054144
1178,-0.4278740653944503
1179,0.5394484333611047
1180,0.5394484333611047
1181,-0.45627940056181265
1182,0.5394484333611047
1183,-0.45137621416040896
